Name	City	Country	IATA	ICAO	Elev	
Mackenzie Airport	Mackenzie British Columbia	Canada	\N	CYZY	-8	America/Vancouver
Essex County Airport	Caldwell	United States	CDW	KCDW	-5	America/New_York
Lee C Fine Memorial Airport	Kaiser Lake Ozark	United States	AIZ	KAIZ	-6	America/Chicago
Thomasville Regional Airport	Thomasville	United States	TVI	KTVI	-5	America/New_York
Henderson Executive Airport	Henderson	United States	HSH	KHND	-8	America/Los_Angeles
Gostomel Airport	Kiev	Ukraine	GML	UKKM	2	Europe/Kiev
Henry Tift Myers Airport	Tifton	United States	TMA	KTMA	-5	America/New_York
Landshut Airport	Landshut	Germany	\N	EDML	1	Europe/Berlin
Itzehoe/Hungriger Wolf Airport	Itzehoe	Germany	\N	EDHF	1	Europe/Berlin
Radom Airport	RADOM	Poland	RDO	EPRA	1	Europe/Warsaw
Phoenix Deer Valley Airport	Phoenix 	United States	DVT	KDVT	-7	America/Phoenix
Calgary / Springbank Airport	Calgary	Canada	\N	CYBW	-7	America/Edmonton
Golden Airport	Golden	Canada	\N	CYGE	-7	America/Edmonton
Revelstoke Airport	Revelstoke	Canada	YRV	CYRV	-8	America/Vancouver
Republic Airport	Farmingdale	United States	FRG	KFRG	-5	America/New_York
Allstedt Airport	Allstedt	Germany	\N	EDBT	1	Europe/Berlin
General Freire Airport	Curico	Chile	\N	SCIC	-4	America/Santiago
Peine-Eddesse Airport	Peine	Germany	\N	EDVP	1	Europe/Berlin
South Texas Regional Airport at Hondo	Hondo	United States	\N	KHDO	-6	America/Chicago
Zhongwei Shapotou Airport	Zhongwei	China	ZHY	ZLZW	8	Asia/Shanghai
McKinley National Park Airport	McKinley Park	United States	MCL	PAIN	-9	America/Anchorage
Lake Hood Airport	Anchorage	United States	\N	PALH	-9	America/Anchorage
Prospect Creek Airport	Prospect Creek	United States	PPC	PAPR	-9	America/Anchorage
Khwai River Lodge Airport	Khwai River	Botswana	KHW	FBKR	2	Africa/Gaborone
Spremberg-Welzow Airport	Welzow	Germany	\N	EDCY	1	Europe/Berlin
Taichung Airport	Taichung	Taiwan	TXG	RCLG	8	Asia/Taipei
Wheeling Ohio County Airport	Wheeling	United States	HLG	KHLG	-5	America/New_York
Fitzgerald Municipal Airport	Fitzgerald	United States	\N	KFZG	-5	America/New_York
Ye Airport	Ye	Burma	XYE	VYYE	6.5	Asia/Rangoon
Isla San Felix Airport	Isla San Felix	Chile	\N	SCFX	-4	America/Santiago
Shaibah Airport	Shaybah	Saudi Arabia	\N	OESB	3	Asia/Riyadh
Al Maktoum International Airport	Dubai	United Arab Emirates	DWC	OMDW	4	Asia/Dubai
Aransas County Airport	Rockport	United States	RKP	KRKP	-6	America/Chicago
Megève Airport	Verdun	France	MVV	LFHM	1	Europe/Paris
Méribel Altiport	Ajaccio	France	MFX	LFKX	1	Europe/Paris
Baise Youjiang Airport	Baise	China	AEB	ZGBS	8	Asia/Shanghai
Okaukuejo Airport	Okaukuejo	Namibia	OKF	FYOO	1	Africa/Windhoek
Mokuti Lodge Airport	Mokuti Lodge	Namibia	OKU	FYMO	1	Africa/Windhoek
Rotenburg (Wümme) Airport	Rotenburg Wuemme	Germany	\N	EDXQ	1	Europe/Berlin
Wipperfürth-Neye Airport	Wipperfuerth	Germany	\N	EDKN	1	Europe/Berlin
Osnabrück-Atterheide Airport	Osnabrueck	Germany	\N	EDWO	1	Europe/Berlin
Flugplatz Ballenstedt	Ballenstedt	Germany	\N	EDCB	1	Europe/Berlin
Flugplatz Hartenholm	Hasenmoor	Germany	\N	EDHM	1	Europe/Berlin
Ganderkesee Atlas Airfield	Ganderkesee	Germany	\N	EDWQ	1	Europe/Berlin
Nienburg-Holzbalge Airport	Nienburg Weser	Germany	\N	EDXI	1	Europe/Berlin
Damme Airfield	Damme	Germany	\N	EDWC	1	Europe/Berlin
Borkenberge Airport	Duelmen	Germany	\N	EDLB	1	Europe/Berlin
Obermehler-Schlotheim Airport	Obermehler	Germany	\N	EDCO	1	Europe/Berlin
Hodenhagen Airport	Hodenhagen	Germany	\N	EDVH	1	Europe/Berlin
Grube Airport	Grube	Germany	\N	EDHB	1	Europe/Berlin
Tønder Airport	Toender	Denmark	\N	EKTD	1	Europe/Copenhagen
Celle-Arloh Airport	Celle	Germany	\N	EDVC	1	Europe/Berlin
Uelzen Airport	Uelzen	Germany	\N	EDVU	1	Europe/Berlin
Hamm-Lippewiesen Airport	Hamm	Germany	\N	EDLH	1	Europe/Berlin
Lüsse Airport	Luesse	Germany	\N	EDOJ	1	Europe/Berlin
Porta Westfalica Airport	Bad Oeynhausen	Germany	\N	EDVY	1	Europe/Berlin
Brilon/Hochsauerlandkreis Airfield	Brilon	Germany	\N	EDKO	1	Europe/Berlin
Hameln-Pyrmont Airport	Bad Pyrmont	Germany	\N	EDVW	1	Europe/Berlin
Nordholz-Spieka Airfield	Cuxhaven	Germany	\N	EDXN	1	Europe/Berlin
Köthen Airport	Koethen	Germany	KOQ	EDCK	1	Europe/Berlin
St. Michaelisdonn Airport	Sankt Michaelisdonn	Germany	\N	EDXM	1	Europe/Berlin
Salzgitter-Drütte Airport	Salzgitter	Germany	\N	EDVS	1	Europe/Berlin
Karlshöfen Airport	Karlshoefen	Germany	\N	EDWK	1	Europe/Berlin
Oldenburg-Hatten Airfield	Oldenburg	Germany	\N	EDWH	1	Europe/Berlin
Rinteln Airport	Rinteln	Germany	\N	EDVR	1	Europe/Berlin
Münster-Telgte Airport	Muenster	Germany	\N	EDLT	1	Europe/Berlin
St. Peter-Ording Airport	Sankt Peter-Ording	Germany	PSH	EDXO	1	Europe/Berlin
Lüchow-Rehbeck Airport	Luechow	Germany	\N	EDHC	1	Europe/Berlin
Klietz/Scharlibbe Airport	Scharlibbe	Germany	\N	EDCL	1	Europe/Berlin
Burg Airport	Burg	Germany	\N	EDBG	1	Europe/Berlin
Crisp County Cordele Airport	Cordele	United States	\N	KCKF	-5	America/New_York
Ormond Beach Municipal Airport	Ormond Beach	United States	\N	KOMN	-5	America/New_York
Bad Neuenahr-Ahrweiler Airfield	Bad Neuenahr	Germany	\N	EDRA	1	Europe/Berlin
Bad Dürkheim Airport	Bad Duerkheim	Germany	\N	EDRF	1	Europe/Berlin
Portland Troutdale Airport	Troutdale	United States	TTD	KTTD	-8	America/Los_Angeles
Portland Hillsboro Airport	Hillsboro	United States	HIO	KHIO	-8	America/Los_Angeles
One Police Plaza Heliport	New York	United States	\N	NK39	-5	America/New_York
Leverkusen Airport	Leverkusen	Germany	\N	EDKL	1	Europe/Berlin
Wershofen/Eifel Airfield	Wershofen	Germany	\N	EDRV	1	Europe/Berlin
Khost Airport	Khost	Afghanistan	KHT	OAKS	4.5	Asia/Kabul
Namtu Airport	Naypyidaw	Burma	NMT	VYNT	6.5	Asia/Rangoon
Bend Municipal Airport	Bend	United States	\N	KBDN	-8	America/Los_Angeles
Christmas Valley Airport	Christmas Valley	United States	\N	K62S	-8	America/Los_Angeles
Burns Municipal Airport	Burns	United States	BNO	KBNO	-8	America/Los_Angeles
Prineville Airport	Prineville	United States	PRZ	KS39	-8	America/Los_Angeles
Red Bluff Municipal Airport	Red Bluff	United States	RBL	KRBL	-8	America/Los_Angeles
Marin County Airport - Gnoss Field	Novato	United States	NOT	KDVO	-8	America/Los_Angeles
Lake County Airport	Lakeview	United States	LKV	KLKV	-8	America/Los_Angeles
Tillamook Airport	Tillamook	United States	OTK	KTMK	-8	America/Los_Angeles
Ontario Municipal Airport	Ontario	United States	ONO	KONO	-7	America/Denver
Columbia Gorge Regional the Dalles Municipal Airport	The Dalles	United States	DLS	KDLS	-8	America/Los_Angeles
Montgomery County Airpark	Gaithersburg	United States	GAI	KGAI	-5	America/New_York
Sharana Airstrip	Sharona	Afghanistan	OAS	OASA	4.5	Asia/Kabul
Pembroke Airport	Pembroke	Canada	YTA	CYTA	-5	America/Toronto
Tsumeb Airport	Tsumeb	Namibia	TSB	FYTM	1	Africa/Windhoek
Suffield Heliport	Suffield	Canada	YSD	CYSD	-7	America/Edmonton
Blumenau Airport	BLUMENAU	Brazil	BNU	SSBL	-3	America/Sao_Paulo
Bolshoye Gryzlovo Airfield	Stupino	Russia	\N	UUDG	3	Europe/Moscow
Charlevoix Municipal Airport	Charelvoix	United States	\N	KCVX	-5	America/New_York
Mykines Heliport	Mykines	Faroe Islands	\N	EKMS	0	Atlantic/Faeroe
Cornwall Regional Airport	Cornwall	Canada	YCC	CYCC	-5	America/Toronto
Seppe Airfield	Bosschenhoofd	Netherlands	\N	EHSE	1	Europe/Amsterdam
St Stephan Airport	St.Stephan	Switzerland	\N	LSTS	1	Europe/Zurich
Zona da Mata Regional Airport	Juiz de Fora	Brazil	IZA	SDZY	-3	America/Sao_Paulo
IAR Gimbav Heliport	Brasov	Romania	\N	LRBG	2	Europe/Bucharest
Flagler Executive Airport	Flagler	United States	\N	KXFL	-5	America/New_York
Morrisville Stowe State Airport	Morrisville	United States	MVL	KMVL	-5	America/New_York
Dallas Executive Airport	Dallas	United States	RBD	KRBD	-6	America/Chicago
Como (Idroscalo - Water Ad) Hidroport	Como	Italy	\N	LILY	1	Europe/Rome
Krainiy Airport	Baikonur	Kazakhstan	BXY	UAOL	6	Asia/Qyzylorda
Westerly State Airport	Washington County	United States	WST	KWST	-5	America/New_York
Block Island State Airport	Block Island	United States	BID	KBID	-5	America/New_York
Nightmute Airport	Nightmute	United States	NME	PAGT	-9	America/Anchorage
Toksook Bay Airport	Toksook Bay	United States	OOK	PAOO	-9	America/Anchorage
Ittoqqortoormiit Heliport	Ittoqqortoormiit	Greenland	OBY	BGSC	-1	America/Scoresbysund
Vinnytsia/Gavyryshivka Airport	Vinnitsa	Ukraine	VIN	UKWW	2	Europe/Kiev
Decatur County Industrial Air Park	Bainbridge	United States	BGE	KBGE	-5	America/New_York
La Romaine Airport	La Romaine	Canada	ZGS	CTT5	-4	America/Blanc-Sablon
Kegaska Airport	Kegaska	Canada	ZKG	CTK6	-4	America/Blanc-Sablon
Black Tickle Airport	Black Tickle	Canada	YBI	CCE4	-4	America/Halifax
Silver Springs Airport	Silver Springs	United States	\N	KSPZ	-8	America/Los_Angeles
Whiteman Airport	Los Angeles	United States	WHP	KWHP	-8	America/Los_Angeles
Madera Municipal Airport	Madera	United States	MAE	KMAE	-8	America/Los_Angeles
Trail Airport	Trail	Canada	YZZ	CAD4	-8	America/Vancouver
Victoria Airport	Patricia Bay	Canada	\N	CAP5	-8	America/Vancouver
Old Arctic Bay Airport	Arctic Bay	Canada	YAB	CJX7	-6	America/Winnipeg
Birchwood Airport	Belmopan	Belize	\N	PABV	-9	America/Anchorage
Grand-Santi Airport	Grand-Santi	French Guiana	GSI	SOGS	-3	America/Cayenne
Maripasoula Airport	Maripasoula	French Guiana	MPY	SOOA	-3	America/Cayenne
Saint-Laurent-du-Maroni Airport	Saint-Laurent-du-Maroni	French Guiana	LDX	SOOM	-3	America/Cayenne
Kanas Airport	Burqin	China	KJI	ZWKN	8	Asia/Shanghai
Capurganá Airport	Capurgana	Colombia	CPB	SKCA	-5	America/Bogota
Sohag International Airport	Sohag	Egypt	HMB	HEMK	2	Africa/Cairo
Presidente General Don Oscar D. Gestido International Airport	Rivera	Uruguay	RVY	SURV	-3	America/Montevideo
Patos de Minas Airport	Patos de Minas	Brazil	POJ	SNPD	-3	America/Sao_Paulo
Bauru - Arealva Airport	Bauru	Brazil	JTC	SJTC	-3	America/Sao_Paulo
Ourilândia do Norte Airport	Ourilandia do Norte	Brazil	OIA	SDOW	-3	America/Belem
Redenção Airport	Redencao	Brazil	RDC	SNDC	-3	America/Belem
São Félix do Xingu Airport	Sao Felix do Xingu	Brazil	SXX	SNFX	-3	America/Belem
Bonito Airport	Bointo	Brazil	BYO	SJDB	-4	America/Campo_Grande
São Félix do Araguaia Airport	Sao Felix do Araguaia	Brazil	SXO	SWFX	-4	America/Campo_Grande
Caçador Airport	Cacador	Brazil	CFC	SBCD	-3	America/Sao_Paulo
Carauari Airport	Carauari	Brazil	CAF	SWCA	-4	America/Boa_Vista
Urucu Airport	Porto Urucu	Brazil	\N	SWUY	-4	America/Boa_Vista
Eirunepé Airport	Eirunepe	Brazil	ERN	SWEI	-4	America/Boa_Vista
Concórdia Airport	Concordia	Brazil	CCI	SSCK	-3	America/Sao_Paulo
Francisco Beltrão Airport	Francisco Beltrao	Brazil	FBE	SSFB	-3	America/Sao_Paulo
Confresa Airport	Confresa	Brazil	CFO	SJHG	-4	America/Campo_Grande
Apalachicola Regional Airport	Apalachicola	United States	AAF	KAAF	-5	America/New_York
Umuarama Airport	Umuarama	Brazil	UMU	SSUM	-3	America/Sao_Paulo
Diamantina Airport	Diamantina	Brazil	DTI	SNDT	-3	America/Sao_Paulo
Fonte Boa Airport	Fonte Boa	Brazil	FBA	SWOB	-4	America/Boa_Vista
Senadora Eunice Micheles Airport	Sao Paulo de Olivenca	Brazil	OLC	SDCG	-4	America/Boa_Vista
Humaitá Airport	Humaita	Brazil	HUW	SWHT	-4	America/Boa_Vista
Tapuruquara Airport	Santa Isabel do Rio Negro	Brazil	IRZ	SWTP	-4	America/Boa_Vista
Oriximiná Airport	Oriximina	Brazil	ORX	SNOX	-3	America/Belem
Hotel Transamérica Airport	Una	Brazil	UNA	SBTC	-3	America/Fortaleza
Telfer Airport	Telfer	Australia	TEF	YTEF	8	Australia/Perth
Gazipa_a Airport	Alanya	Turkey	GZP	LTGP	3	Europe/Istanbul
Shank Air Base	Shank	Afghanistan	OAA	OASH	4.5	Asia/Kabul
Douglas Municipal Airport	Douglas	United States	\N	KDQH	-5	America/New_York
St Lucie County International Airport	Fort Pierce	United States	FPR	KFPR	-5	America/New_York
Taunton Municipal King Field	Taunton	United States	\N	KTAN	-5	America/New_York
Plymouth Municipal Airport	Plymouth	United States	PYM	KPYM	-5	America/New_York
Quonset State Airport	North Kingstown	United States	NCO	KOQU	-5	America/New_York
Norwood Memorial Airport	Norwood	United States	OWD	KOWD	-5	America/New_York
Westfield-Barnes Regional Airport	Westfield	United States	BAF	KBAF	-5	America/New_York
Windham Airport	Willimantic	United States	\N	KIJD	-5	America/New_York
Orange County Airport	Montgomery	United States	MGJ	KMGJ	-5	America/New_York
Capital City Airport	Harrisburg	United States	HAR	KCXY	-5	America/New_York
Marshfield Municipal George Harlow Field	Marshfield	United States	\N	KGHG	-5	America/New_York
Danbury Municipal Airport	Danbury	United States	DXR	KDXR	-5	America/New_York
Boire Field	Nashua	United States	ASH	KASH	-5	America/New_York
Lawrence Municipal Airport	Lawrence	United States	LWM	KLWM	-5	America/New_York
Waterbury Oxford Airport	Oxford	United States	OXC	KOXC	-5	America/New_York
Fitchburg Municipal Airport	Fitchburg	United States	\N	KFIT	-5	America/New_York
Earl L. Small Jr. Field/Stockmar Airport	Villa Rica	United States	\N	20GA	-5	America/New_York
Cartersville Airport	Cartersville	United States	\N	KVPC	-5	America/New_York
Centre-Piedmont-Cherokee County Regional Airport	Centre	United States	\N	KPYP	-6	America/Chicago
Richard B Russell Airport	Rome	United States	RMG	KRMG	-5	America/New_York
Northeast Alabama Regional Airport	Gadsden	United States	GAD	KGAD	-6	America/Chicago
Knoxville Downtown Island Airport	Knoxville	United States	\N	KDKX	-5	America/New_York
Barrow County Airport	Winder	United States	WDR	KWDR	-5	America/New_York
Plantation Airpark	Sylvania	United States	\N	KJYL	-5	America/New_York
Dalton Municipal Airport	Dalton	United States	DNN	KDNN	-5	America/New_York
West Georgia Regional O V Gray Field	Carrollton	United States	\N	KCTJ	-5	America/New_York
LaGrange Callaway Airport	LaGrange	United States	LGC	KLGC	-5	America/New_York
Baldwin County Regional Airport	Milledgeville	United States	\N	KMLJ	-5	America/New_York
Harris County Airport	Pine Mountain	United States	PIM	KPIM	-5	America/New_York
Peachtree City Falcon Field	Atlanta	United States	\N	KFFC	-5	America/New_York
Lee Gilmer Memorial Airport	Gainesville	United States	GVL	KGVL	-5	America/New_York
Harry Clever Field	New Philadelpha	United States	PHD	KPHD	-5	America/New_York
Darlington County Airport	Darlington	United States	\N	KUDG	-5	America/New_York
Hilton Head Airport	Hilton Head Island	United States	HHH	KHXD	-5	America/New_York
Daniel Field	Augusta	United States	DNL	KDNL	-5	America/New_York
Foothills Regional Airport	Morganton	United States	MRN	KMRN	-5	America/New_York
Pike County-Hatcher Field	Pikeville	United States	PVL	KPBX	-5	America/New_York
Mallards Landing Airport	Locust Grove	United States	\N	GA04	-5	America/New_York
Toccoa Airport - R.G. Letourneau Field	Toccoa	United States	TOC	KTOC	-5	America/New_York
Compton Abbas Aerodrome	Shaftesbury	United Kingdom	\N	EGHA	0	Europe/London
Suprunovka Airport	Poltava	Ukraine	PLV	UKHP	2	Europe/Kiev
Aweil Airport	Aweil	Sudan	\N	HSAW	3	Africa/Juba
Wau Airport	Wau	Sudan	WUU	HSWW	3	Africa/Juba
Humera Airport	Humera	Ethiopia	HUE	HAHU	3	Africa/Addis_Ababa
Moyale Airport	Moyale	Kenya	OYL	HKMY	3	Africa/Nairobi
Zagora Airport	Zagora	Morocco	OZG	GMAZ	0	Africa/Casablanca
Yengema Airport	Yengema	Sierra Leone	WYE	GFYE	0	Africa/Freetown
Gbangbatok Airport	Gbangbatok	Sierra Leone	GBK	GFGK	0	Africa/Freetown
Turukhansk Airport	Turukhansk	Russia	THX	UOTT	7	Asia/Krasnoyarsk
Podkamennaya Tunguska Airport	Bor	Russia	TGP	UNIP	7	Asia/Krasnoyarsk
Fort Worth Alliance Airport	Fort Worth	United States	AFW	KAFW	-6	America/Chicago
East Troy Municipal Airport	East Troy	United States	\N	K57C	-6	America/Chicago
Kolpashevo Airport	Kolpashevo	Russia	\N	UNLL	7	Asia/Krasnoyarsk
Ali Al Salem Air Base	Kuwait	Kuwait	\N	OKAS	3	Asia/Kuwait
Renmark Airport	Renmark	Australia	RMK	YREN	9.5	Australia/Adelaide
Leigh Creek Airport	Leigh Creek	Australia	LGH	YLEC	9.5	Australia/Adelaide
Warburton Airport	Warburton Community	Australia	\N	YWBR	8	Australia/Perth
Cunderdin Airport	Cunderdin	Australia	\N	YCUN	8	Australia/Perth
Rottnest Island Airport	Rottnest Island	Australia	RTS	YRTI	8	Australia/Perth
Forrest Airport	Forrest	Australia	FOS	YFRT	8	Australia/Perth
Ballarat Airport	Ballarat	Australia	\N	YBLT	10	Australia/Hobart
Keewaywin Airport	Keewaywin	Canada	KEW	CPV8	-6	America/Winnipeg
Marathon Airport	Marathon	Canada	YSP	CYSP	-5	America/Toronto
Hearst René Fontaine Municipal Airport	Hearst	Canada	YHF	CYHF	-5	America/Toronto
Hornepayne Municipal Airport	Hornepayne	Canada	YHN	CYHN	-5	America/Toronto
Kirkland Lake Airport	Kirkland Lake	Canada	YKX	CYKX	-5	America/Toronto
Manitouwadge Airport	Manitouwadge	Canada	YMG	CYMG	-5	America/Toronto
Wawa Airport	Wawa	Canada	YXZ	CYXZ	-5	America/Toronto
Manitoulin East Municipal Airport	Manitowaning	Canada	YEM	CYEM	-5	America/Toronto
Slate Falls Airport	Slate Falls	Canada	\N	CKD9	-6	America/Winnipeg
Collingwood Airport	Collingwood	Canada	\N	CNY3	-5	America/Toronto
Brantford Municipal Airport	Brantford	Canada	\N	CYFD	-5	America/Toronto
Lawrence Municipal Airport	Lawrence	United States	LWC	KLWC	-6	America/Chicago
Wellington Municipal Airport	Wellington	United States	\N	KEGT	-6	America/Chicago
Pompano Beach Airpark	Pompano Beach	United States	PPM	KPMP	-5	America/New_York
Mallacoota Airport	Mallacoota	Australia	XMC	YMCO	10	Australia/Hobart
Majeed Bin Abdulaziz Airport	Al-Ula	Saudi Arabia	ULH	OEAO	3	Asia/Riyadh
Shelby County Airport	Alabaster	United States	\N	KEET	-6	America/Chicago
Yuendumu Airport	Yuendumu 	Australia	YUE	YYND	9.5	Australia/Darwin
Sky Ranch At Carefree Airport	Carefree	United States	\N	18AZ	-7	America/Phoenix
Lombok International Airport	Praya	Indonesia	LOP	WADL	8	Asia/Makassar
One Hundred Mile House Airport	One Hundred Mile House	Canada	\N	CAV3	-8	America/Vancouver
South Cariboo Region / 108 Mile Airport	108 Mile Ranch	Canada	ZMH	CZML	-8	America/Vancouver
Glasgow City Heliport	Glasgow	United Kingdom	\N	EGEG	0	Europe/London
Yarram Airport	Yarram	Australia	\N	YYRM	10	Australia/Hobart
Handan Airport	Handan	China	HDG	ZBHD	8	Asia/Shanghai
Indianapolis Metropolitan Airport	Indianapolis	United States	\N	KUMP	-5	America/New_York
London-Corbin Airport/Magee Field	London	United States	LOZ	KLOZ	-5	America/New_York
Simmons Army Air Field	Fredericksburg	United States	FBG	KFBG	-5	America/New_York
Modlin Airport	Warsaw	Poland	WMI	EPMO	1	Europe/Warsaw
Jixi Xingkaihu Airport	Jixi	China	JXA	ZYJX	8	Asia/Shanghai
Jeongseok Airport	Seogwipo	South Korea	JDG	RKPD	9	Asia/Seoul
Gimli Industrial Park Airport	Gimli	Canada	YGM	CYGM	-6	America/Winnipeg
Matheson Island Airport	Matheson Island	Canada	\N	CJT2	-6	America/Winnipeg
Tura Mountain Airport	Tura	Russia	\N	UNIT	7	Asia/Krasnoyarsk
Beloyarskiy Airport	Beloyarsky	Russia	EYK	USHY	5	Asia/Yekaterinburg
John H Batten Airport	Racine	United States	RAC	KRAC	-6	America/Chicago
Cesar Lim Rodriguez Airport	Taytay	Philippines	RZP	RPSD	8	Asia/Manila
Gera-Leumnitz Airfield	Gera	Germany	\N	EDAJ	1	Europe/Berlin
Kasimovo Airfield	Saint-Petersburg	Russia	\N	XLLN	3	Europe/Moscow
Terlet Glider Field	Arnhem	Netherlands	\N	EHTL	1	Europe/Amsterdam
Shigatse Air Base	Shigatse	China	RKZ	ZURK	8	Asia/Shanghai
Redlands Municipal Airport	Redlands	United States	\N	KREI	-8	America/Los_Angeles
Flabob Airport	Riverside	United States	\N	KRIR	-8	America/Los_Angeles
Tacoma Narrows Airport	Tacoma	United States	TIW	KTIW	-8	America/Los_Angeles
Oerlinghausen Airport	TELGTE	Germany	\N	EDLO	1	Europe/Berlin
Jack Edwards Airport	Gulf Shores	United States	GUF	KJKA	-6	America/Chicago
General Villamil Airport	Isabela	Ecuador	IBB	SEII	-6	Pacific/Galapagos
Balzers Heliport	Balzers	Switzerland	\N	LSXB	1	Europe/Vaduz
Flugplatz Punitz	Punitz-Guessing	Austria	\N	LOGG	1	Europe/Vienna
Khmelnytskyi Airport	Khmeinitskiy	Ukraine	HMJ	UKLH	2	Europe/Kiev
Hiroshimanishi Airport	Hiroshima	Japan	HIW	RJBH	9	Asia/Tokyo
Yalata Mission Airport	Yalata	Australia	KYI	YYTA	9.5	Australia/Adelaide
Hazleton Municipal Airport	Hazleton	United States	HZL	KHZL	-5	America/New_York
Greater Cumberland Regional Airport	Cumberland	United States	CBE	KCBE	-5	America/New_York
Sugar Loaf Shores Airport	Key West	United States	\N	7FA1	-5	America/New_York
Wyndham Airport	Wyndham	Australia	WYN	YWYM	8	Australia/Perth
Bob Quinn Lake Airport	Bob Quinn Lake	Canada	YBO	CBW4	-8	America/Vancouver
Msembe Airport	Msembe	Tanzania	\N	HTMR	3	Africa/Dar_es_Salaam
Grabtsevo Airport	Kaluga	Russia	KLF	UUBC	3	Europe/Moscow
Tri-County Regional Airport	Lone Rock	United States	LNR	KLNR	-6	America/Chicago
Price County Airport	Phillips	United States	\N	KPBH	-6	America/Chicago
Monroe Municipal Airport	Monroe	United States	\N	KEFT	-6	America/Chicago
Joliet Regional Airport	Joliet	United States	JOT	KJOT	-6	America/Chicago
Illinois Valley Regional Airport-Walter A Duncan Field	Peru	United States	VYS	KVYS	-6	America/Chicago
Jackson County Reynolds Field	Jackson	United States	JXN	KJXN	-5	America/New_York
Fuerstenwalde Airport	Furstenwalde	Germany	\N	EDAL	1	Europe/Berlin
Eberswalde-Finow Airport	Eberswalde	Germany	\N	EDAV	1	Europe/Berlin
Joseph A. Hardy Connellsville Airport	Connellsville	United States	\N	KVVS	-5	America/New_York
Bedford County Airport	Bedford	United States	\N	KHMZ	-5	America/New_York
Wings Field	Philadelphia	United States	BBX	KLOM	-5	America/New_York
Okeechobee County Airport	Okeechobee	United States	OBE	KOBE	-5	America/New_York
Sebring Regional Airport	Sebring	United States	SEF	KSEF	-5	America/New_York
Avon Park Executive Airport	Avon Park	United States	AVO	KAVO	-5	America/New_York
Winter Haven Regional Airport - Gilbert Field	Winter Haven	United States	GIF	KGIF	-5	America/New_York
Zephyrhills Municipal Airport	Zephyrhills	United States	ZPH	KZPH	-5	America/New_York
Ocala International Airport - Jim Taylor Field	Ocala	United States	OCF	KOCF	-5	America/New_York
Jesup Wayne County Airport	Jesup	United States	\N	KJES	-5	America/New_York
Madison Municipal Airport	Madison	United States	\N	K52A	-5	America/New_York
Newnan Coweta County Airport	Newnan	United States	\N	KCCO	-5	America/New_York
Thomson-McDuffie County Airport	Thomson	United States	\N	KHQU	-5	America/New_York
Aiken Regional Airport	Aiken	United States	AIK	KAIK	-5	America/New_York
Woodward Field	Camden	United States	CDN	KCDN	-5	America/New_York
Lumberton Regional Airport	Lumberton	United States	LBT	KLBT	-5	America/New_York
Moore County Airport	Pinehurst-Southern Pines	United States	SOP	KSOP	-5	America/New_York
Richmond County Airport	Rockingham	United States	\N	KRCZ	-5	America/New_York
Baraboo Wisconsin Dells Airport	Baraboo	United States	\N	KDLL	-6	America/Chicago
Statesville Regional Airport	Statesville	United States	SVH	KSVH	-5	America/New_York
Burlington Municipal Airport	Burlington	United States	\N	KBUU	-6	America/Chicago
William T. Piper Memorial Airport	Lock Haven	United States	LHV	KLHV	-5	America/New_York
Zelienople Municipal Airport	Zelienople	United States	\N	KPJC	-5	America/New_York
Lorain County Regional Airport	Lorain-Elyria	United States	\N	KLPR	-5	America/New_York
Burke Lakefront Airport	Cleveland	United States	BKL	KBKL	-5	America/New_York
Chautauqua County-Dunkirk Airport	Dunkirk	United States	DKK	KDKK	-5	America/New_York
South Jersey Regional Airport	Mount Holly	United States	LLY	KVAY	-5	America/New_York
Linden Airport	Linden	United States	LDJ	KLDJ	-5	America/New_York
Tri State Steuben County Airport	Angola	United States	ANQ	KANQ	-5	America/New_York
Warsaw Municipal Airport	Warsaw	United States	\N	KASW	-5	America/New_York
Van Wert County Airport	Van Wert	United States	\N	KVNW	-5	America/New_York
Brooks Field	Marshall	United States	\N	KRMY	-5	America/New_York
Genesee County Airport	Batavia	United States	\N	KGVQ	-5	America/New_York
Clearwater Air Park	Clearwater	United States	CLW	KCLW	-5	America/New_York
Orlampa Inc Airport	Forties Alpha	United Kingdom	\N	FA08	0	America/New_York
Chicago Meigs Airport	Chicago	United States	CGX	KCGX	-6	America/Chicago
Pickens County Airport	Jasper	United States	\N	KJZP	-5	America/New_York
Saarmund Airport	Saarmund	Germany	\N	EDCS	1	Europe/Berlin
Grand Strand Airport	North Myrtle Beach	United States	CRE	KCRE	-5	America/New_York
Lansing Municipal Airport	Lansing	United States	\N	KIGQ	-6	America/Chicago
Ramona Airport	Ramona	United States	\N	KRNM	-8	America/Los_Angeles
Pont Sur Yonne Airfield	Pont Sur Yonne	France	\N	LFGO	1	Europe/Paris
St Florentin Cheu Airfield	St Florentin Cheu	France	\N	LFGP	1	Europe/Paris
Saulieu Liernais Airfield	Saulieu	France	\N	LFEW	1	Europe/Paris
Olten Airport	Olten	Switzerland	\N	LSPO	1	Europe/Zurich
Buochs Airport	Buochs	Switzerland	BXO	LSZC	1	Europe/Zurich
Ambri Airport	Quinto	Switzerland	\N	LSPM	1	Europe/Zurich
Lodrino Air Base	Lodrino	Switzerland	\N	LSML	1	Europe/Zurich
Roudnice Airport	Roudnice nad Lebem	Czech Republic	\N	LKRO	1	Europe/Prague
